feature,importance
"kubeproxy_sync_partial_proxy_rules_duration_seconds_bucket{endpoint=""""http-metrics"""",instance=""""192.168.122.228:10249"""",job=""""kube-proxy"""",le=""""0.128"""",namespace=""""kube-system"""",pod=""""kube-proxy-v9bsg"""",service=""""kube-prometheus-stack-kube-proxy""""}",0.0
"rest_client_request_size_bytes_bucket{endpoint=""""https-metrics"""",host=""""192.168.122.216:6443"""",instance=""""192.168.122.216:10250"""",job=""""kubelet"""",le=""""64"""",metrics_path=""""/metrics"""",namespace=""""kube-system"""",node=""""k8s-master-1"""",service=""""kube-prometheus-stack-kubelet"""",verb=""""POST""""}",0.0
"node_load1{container=""""node-exporter"""",endpoint=""""http-metrics"""",instance=""""192.168.122.228:9100"""",job=""""node-exporter"""",namespace=""""prom"""",pod=""""kube-prometheus-stack-prometheus-node-exporter-dp6w9"""",service=""""kube-prometheus-stack-prometheus-node-exporter""""}",0.0
"node_nf_conntrack_entries{container=""""node-exporter"""",endpoint=""""http-metrics"""",instance=""""192.168.122.233:9100"""",job=""""node-exporter"""",namespace=""""prom"""",pod=""""kube-prometheus-stack-prometheus-node-exporter-hbzvc"""",service=""""kube-prometheus-stack-prometheus-node-exporter""""}",0.0
"instance:node_load1_per_cpu:ratio{container=""""node-exporter"""",endpoint=""""http-metrics"""",instance=""""192.168.122.233:9100"""",job=""""node-exporter"""",namespace=""""prom"""",pod=""""kube-prometheus-stack-prometheus-node-exporter-hbzvc"""",service=""""kube-prometheus-stack-prometheus-node-exporter""""}",0.0
"instance:node_load1_per_cpu:ratio{container=""""node-exporter"""",endpoint=""""http-metrics"""",instance=""""192.168.122.228:9100"""",job=""""node-exporter"""",namespace=""""prom"""",pod=""""kube-prometheus-stack-prometheus-node-exporter-dp6w9"""",service=""""kube-prometheus-stack-prometheus-node-exporter""""}",0.0
"etcd_request_duration_seconds_bucket{endpoint=""""https"""",instance=""""192.168.122.216:6443"""",job=""""apiserver"""",le=""""+Inf"""",namespace=""""default"""",operation=""""listWithCount"""",service=""""kubernetes"""",type=""""/registry/monitoring.coreos.com/alertmanagerconfigs/""""}",0.0
"workqueue_queue_duration_seconds_bucket{endpoint=""""http-metrics"""",instance=""""192.168.122.216:10257"""",job=""""kube-controller-manager"""",le=""""0.001"""",name=""""service"""",namespace=""""kube-system"""",pod=""""kube-controller-manager-k8s-master-1"""",service=""""kube-prometheus-stack-kube-controller-manager""""}",0.0
"workqueue_queue_duration_seconds_bucket{endpoint=""""http-metrics"""",instance=""""192.168.122.216:10257"""",job=""""kube-controller-manager"""",le=""""+Inf"""",name=""""namespace"""",namespace=""""kube-system"""",pod=""""kube-controller-manager-k8s-master-1"""",service=""""kube-prometheus-stack-kube-controller-manager""""}",0.0
"apiserver_cache_list_returned_objects_total{endpoint=""""https"""",instance=""""192.168.122.216:6443"""",job=""""apiserver"""",namespace=""""default"""",resource_prefix=""""/validatingadmissionpolicybindings"""",service=""""kubernetes""""}",0.0
"apiserver_cache_list_returned_objects_total{endpoint=""""https"""",instance=""""192.168.122.216:6443"""",job=""""apiserver"""",namespace=""""default"""",resource_prefix=""""/jobs"""",service=""""kubernetes""""}",0.0
"apiserver_cache_list_returned_objects_total{endpoint=""""https"""",instance=""""192.168.122.216:6443"""",job=""""apiserver"""",namespace=""""default"""",resource_prefix=""""/crd.projectcalico.org/caliconodestatuses"""",service=""""kubernetes""""}",0.0
"kubelet_runtime_operations_duration_seconds_sum{endpoint=""""https-metrics"""",instance=""""192.168.122.233:10250"""",job=""""kubelet"""",metrics_path=""""/metrics"""",namespace=""""kube-system"""",node=""""k8s-worker-1"""",operation_type=""""pull_image"""",service=""""kube-prometheus-stack-kubelet""""}",0.0
"apiserver_storage_list_evaluated_objects_total{endpoint=""""https"""",instance=""""192.168.122.216:6443"""",job=""""apiserver"""",namespace=""""default"""",resource=""""horizontalpodautoscalers.autoscaling"""",service=""""kubernetes""""}",0.0
"apiserver_storage_list_evaluated_objects_total{endpoint=""""https"""",instance=""""192.168.122.216:6443"""",job=""""apiserver"""",namespace=""""default"""",resource=""""bgpconfigurations.crd.projectcalico.org"""",service=""""kubernetes""""}",0.0
"apiserver_storage_list_evaluated_objects_total{endpoint=""""https"""",instance=""""192.168.122.216:6443"""",job=""""apiserver"""",namespace=""""default"""",resource=""""bgpadvertisements.metallb.io"""",service=""""kubernetes""""}",0.0
"node_disk_io_time_weighted_seconds_total{container=""""node-exporter"""",device=""""dm-0"""",endpoint=""""http-metrics"""",instance=""""192.168.122.233:9100"""",job=""""node-exporter"""",namespace=""""prom"""",pod=""""kube-prometheus-stack-prometheus-node-exporter-hbzvc"""",service=""""kube-prometheus-stack-prometheus-node-exporter""""}",0.0
"node_scrape_collector_success{collector=""""loadavg"""",container=""""node-exporter"""",endpoint=""""http-metrics"""",instance=""""192.168.122.233:9100"""",job=""""node-exporter"""",namespace=""""prom"""",pod=""""kube-prometheus-stack-prometheus-node-exporter-hbzvc"""",service=""""kube-prometheus-stack-prometheus-node-exporter""""}",0.0
"etcd_disk_defrag_inflight{endpoint=""""http-metrics"""",instance=""""192.168.122.216:2381"""",job=""""kube-etcd"""",namespace=""""kube-system"""",pod=""""etcd-k8s-master-1"""",service=""""kube-prometheus-stack-kube-etcd""""}",0.0
"scrape_samples_post_metric_relabeling{container=""""node-exporter"""",endpoint=""""http-metrics"""",instance=""""192.168.122.216:9100"""",job=""""node-exporter"""",namespace=""""prom"""",pod=""""kube-prometheus-stack-prometheus-node-exporter-qnv44"""",service=""""kube-prometheus-stack-prometheus-node-exporter""""}",0.0
"apiserver_admission_controller_admission_duration_seconds_sum{endpoint=""""https"""",instance=""""192.168.122.216:6443"""",job=""""apiserver"""",name=""""ServiceAccount"""",namespace=""""default"""",operation=""""CREATE"""",rejected=""""false"""",service=""""kubernetes"""",type=""""validate""""}",0.0
"node_netstat_Udp_NoPorts{container=""""node-exporter"""",endpoint=""""http-metrics"""",instance=""""192.168.122.233:9100"""",job=""""node-exporter"""",namespace=""""prom"""",pod=""""kube-prometheus-stack-prometheus-node-exporter-hbzvc"""",service=""""kube-prometheus-stack-prometheus-node-exporter""""}",0.0
"apiserver_request_body_size_bytes_bucket{endpoint=""""https"""",instance=""""192.168.122.216:6443"""",job=""""apiserver"""",le=""""950000"""",namespace=""""default"""",resource=""""ipamhandles.crd.projectcalico.org"""",service=""""kubernetes"""",verb=""""delete""""}",0.0
"apiserver_request_body_size_bytes_bucket{endpoint=""""https"""",instance=""""192.168.122.216:6443"""",job=""""apiserver"""",le=""""350000"""",namespace=""""default"""",resource=""""subjectaccessreviews.authorization.k8s.io"""",service=""""kubernetes"""",verb=""""create""""}",0.0
"apiserver_request_body_size_bytes_bucket{endpoint=""""https"""",instance=""""192.168.122.216:6443"""",job=""""apiserver"""",le=""""2.95e+06"""",namespace=""""default"""",resource=""""endpointslices.discovery.k8s.io"""",service=""""kubernetes"""",verb=""""update""""}",0.0
"etcd_bookmark_counts{endpoint=""""https"""",instance=""""192.168.122.216:6443"""",job=""""apiserver"""",namespace=""""default"""",resource=""""csidrivers.storage.k8s.io"""",service=""""kubernetes""""}",0.0
"etcd_bookmark_counts{endpoint=""""https"""",instance=""""192.168.122.216:6443"""",job=""""apiserver"""",namespace=""""default"""",resource=""""bgppeers.crd.projectcalico.org"""",service=""""kubernetes""""}",0.0
"apiserver_admission_step_admission_duration_seconds_summary{endpoint=""""https"""",instance=""""192.168.122.216:6443"""",job=""""apiserver"""",namespace=""""default"""",operation=""""UPDATE"""",quantile=""""0.9"""",rejected=""""false"""",service=""""kubernetes"""",type=""""admit""""}",0.0
"kubelet_graceful_shutdown_end_time_seconds{endpoint=""""https-metrics"""",instance=""""192.168.122.216:10250"""",job=""""kubelet"""",metrics_path=""""/metrics"""",namespace=""""kube-system"""",node=""""k8s-master-1"""",service=""""kube-prometheus-stack-kubelet""""}",0.0
"node_namespace_pod_container:container_cpu_usage_seconds_total:sum_irate{container=""""prometheus"""",namespace=""""prom"""",node=""""k8s-worker-1"""",pod=""""prometheus-kube-prometheus-stack-prometheus-0""""}",0.0
"node_namespace_pod_container:container_cpu_usage_seconds_total:sum_irate{container=""""mariadb"""",namespace=""""default"""",node=""""k8s-worker-1"""",pod=""""mariadb-7cb45c5c7f-j4dbk""""}",0.0
"node_namespace_pod_container:container_cpu_usage_seconds_total:sum_irate{container=""""kube-state-metrics"""",namespace=""""prom"""",node=""""k8s-worker-1"""",pod=""""kube-prometheus-stack-kube-state-metrics-847c7bf499-d6t4w""""}",0.0
"node_namespace_pod_container:container_cpu_usage_seconds_total:sum_irate{container=""""kube-proxy"""",namespace=""""kube-system"""",node=""""k8s-worker-2"""",pod=""""kube-proxy-v9bsg""""}",0.0
"node_namespace_pod_container:container_cpu_usage_seconds_total:sum_irate{container=""""kube-prometheus-stack"""",namespace=""""prom"""",node=""""k8s-worker-2"""",pod=""""kube-prometheus-stack-operator-6cddbbb7cf-wplkf""""}",0.0
"node_namespace_pod_container:container_cpu_usage_seconds_total:sum_irate{container=""""coredns"""",namespace=""""kube-system"""",node=""""k8s-master-1"""",pod=""""coredns-7c65d6cfc9-2thbf""""}",0.0
"node_namespace_pod_container:container_cpu_usage_seconds_total:sum_irate{container=""""controller"""",namespace=""""metallb-system"""",node=""""k8s-worker-2"""",pod=""""controller-8694df9d9b-qkb6f""""}",0.0
"workqueue_queue_duration_seconds_bucket{endpoint=""""https-metrics"""",instance=""""192.168.122.228:10250"""",job=""""kubelet"""",le=""""1e-07"""",metrics_path=""""/metrics"""",name=""""kubelet_log_rotate_manager"""",namespace=""""kube-system"""",node=""""k8s-worker-2"""",service=""""kube-prometheus-stack-kubelet""""}",0.0
"workqueue_queue_duration_seconds_bucket{endpoint=""""https"""",instance=""""192.168.122.216:6443"""",job=""""apiserver"""",le=""""0.1"""",name=""""admission_quota_controller"""",namespace=""""default"""",service=""""kubernetes""""}",0.0
"workqueue_queue_duration_seconds_bucket{endpoint=""""http-metrics"""",instance=""""192.168.122.216:10257"""",job=""""kube-controller-manager"""",le=""""9.999999999999999e-05"""",name=""""service"""",namespace=""""kube-system"""",pod=""""kube-controller-manager-k8s-master-1"""",service=""""kube-prometheus-stack-kube-controller-manager""""}",0.0
"workqueue_queue_duration_seconds_bucket{endpoint=""""http-metrics"""",instance=""""192.168.122.216:10257"""",job=""""kube-controller-manager"""",le=""""0.01"""",name=""""ClusterRoleAggregator"""",namespace=""""kube-system"""",pod=""""kube-controller-manager-k8s-master-1"""",service=""""kube-prometheus-stack-kube-controller-manager""""}",0.0
"workqueue_queue_duration_seconds_bucket{endpoint=""""http-metrics"""",instance=""""192.168.122.216:10257"""",job=""""kube-controller-manager"""",le=""""1e-07"""",name=""""service"""",namespace=""""kube-system"""",pod=""""kube-controller-manager-k8s-master-1"""",service=""""kube-prometheus-stack-kube-controller-manager""""}",0.0
"workqueue_queue_duration_seconds_bucket{endpoint=""""http-metrics"""",instance=""""192.168.122.216:10257"""",job=""""kube-controller-manager"""",le=""""1e-07"""",name=""""garbage_collector_graph_changes"""",namespace=""""kube-system"""",pod=""""kube-controller-manager-k8s-master-1"""",service=""""kube-prometheus-stack-kube-controller-manager""""}",0.0
"workqueue_queue_duration_seconds_bucket{endpoint=""""http-metrics"""",instance=""""192.168.122.216:10257"""",job=""""kube-controller-manager"""",le=""""1e-07"""",name=""""endpoint_slice_mirroring"""",namespace=""""kube-system"""",pod=""""kube-controller-manager-k8s-master-1"""",service=""""kube-prometheus-stack-kube-controller-manager""""}",0.0
"workqueue_queue_duration_seconds_bucket{endpoint=""""http-metrics"""",instance=""""192.168.122.216:10257"""",job=""""kube-controller-manager"""",le=""""1e-06"""",name=""""volumes"""",namespace=""""kube-system"""",pod=""""kube-controller-manager-k8s-master-1"""",service=""""kube-prometheus-stack-kube-controller-manager""""}",0.0
"workqueue_queue_duration_seconds_bucket{endpoint=""""http-metrics"""",instance=""""192.168.122.216:10257"""",job=""""kube-controller-manager"""",le=""""1e-06"""",name=""""service"""",namespace=""""kube-system"""",pod=""""kube-controller-manager-k8s-master-1"""",service=""""kube-prometheus-stack-kube-controller-manager""""}",0.0
"workqueue_queue_duration_seconds_bucket{endpoint=""""http-metrics"""",instance=""""192.168.122.216:10257"""",job=""""kube-controller-manager"""",le=""""1e-06"""",name=""""pvcs"""",namespace=""""kube-system"""",pod=""""kube-controller-manager-k8s-master-1"""",service=""""kube-prometheus-stack-kube-controller-manager""""}",0.0
"workqueue_queue_duration_seconds_bucket{endpoint=""""http-metrics"""",instance=""""192.168.122.216:10257"""",job=""""kube-controller-manager"""",le=""""10"""",name=""""resourcequota_priority"""",namespace=""""kube-system"""",pod=""""kube-controller-manager-k8s-master-1"""",service=""""kube-prometheus-stack-kube-controller-manager""""}",0.0
"workqueue_queue_duration_seconds_bucket{endpoint=""""http-metrics"""",instance=""""192.168.122.216:10257"""",job=""""kube-controller-manager"""",le=""""10"""",name=""""namespace"""",namespace=""""kube-system"""",pod=""""kube-controller-manager-k8s-master-1"""",service=""""kube-prometheus-stack-kube-controller-manager""""}",0.0
"workqueue_queue_duration_seconds_bucket{endpoint=""""http-metrics"""",instance=""""192.168.122.216:10257"""",job=""""kube-controller-manager"""",le=""""1"""",name=""""node"""",namespace=""""kube-system"""",pod=""""kube-controller-manager-k8s-master-1"""",service=""""kube-prometheus-stack-kube-controller-manager""""}",0.0
"workqueue_queue_duration_seconds_bucket{endpoint=""""http-metrics"""",instance=""""192.168.122.216:10257"""",job=""""kube-controller-manager"""",le=""""0.1"""",name=""""node"""",namespace=""""kube-system"""",pod=""""kube-controller-manager-k8s-master-1"""",service=""""kube-prometheus-stack-kube-controller-manager""""}",0.0
"workqueue_queue_duration_seconds_bucket{endpoint=""""http-metrics"""",instance=""""192.168.122.216:10257"""",job=""""kube-controller-manager"""",le=""""9.999999999999999e-05"""",name=""""node_lifecycle_controller"""",namespace=""""kube-system"""",pod=""""kube-controller-manager-k8s-master-1"""",service=""""kube-prometheus-stack-kube-controller-manager""""}",0.0
"prober_probe_duration_seconds_sum{container=""""controller"""",endpoint=""""https-metrics"""",instance=""""192.168.122.228:10250"""",job=""""kubelet"""",metrics_path=""""/metrics/probes"""",namespace=""""metallb-system"""",node=""""k8s-worker-2"""",pod=""""controller-8694df9d9b-qkb6f"""",probe_type=""""Readiness"""",service=""""kube-prometheus-stack-kubelet""""}",0.0
"prober_probe_duration_seconds_sum{container=""""controller"""",endpoint=""""https-metrics"""",instance=""""192.168.122.228:10250"""",job=""""kubelet"""",metrics_path=""""/metrics/probes"""",namespace=""""metallb-system"""",node=""""k8s-worker-2"""",pod=""""controller-8694df9d9b-qkb6f"""",probe_type=""""Liveness"""",service=""""kube-prometheus-stack-kubelet""""}",0.0
"apiserver_response_sizes_sum{component=""""apiserver"""",endpoint=""""https"""",group=""""admissionregistration.k8s.io"""",instance=""""192.168.122.216:6443"""",job=""""apiserver"""",namespace=""""default"""",resource=""""validatingwebhookconfigurations"""",scope=""""cluster"""",service=""""kubernetes"""",verb=""""LIST"""",version=""""v1""""}",0.0
"etcd_request_duration_seconds_bucket{endpoint=""""https"""",instance=""""192.168.122.216:6443"""",job=""""apiserver"""",le=""""15"""",namespace=""""default"""",operation=""""list"""",service=""""kubernetes"""",type=""""bfdprofiles.metallb.io""""}",0.0
"etcd_request_duration_seconds_bucket{endpoint=""""https"""",instance=""""192.168.122.216:6443"""",job=""""apiserver"""",le=""""3"""",namespace=""""default"""",operation=""""list"""",service=""""kubernetes"""",type=""""ipreservations.crd.projectcalico.org""""}",0.0
"etcd_request_duration_seconds_bucket{endpoint=""""https"""",instance=""""192.168.122.216:6443"""",job=""""apiserver"""",le=""""20"""",namespace=""""default"""",operation=""""list"""",service=""""kubernetes"""",type=""""bgpadvertisements.metallb.io""""}",0.0
"etcd_request_duration_seconds_bucket{endpoint=""""https"""",instance=""""192.168.122.216:6443"""",job=""""apiserver"""",le=""""20"""",namespace=""""default"""",operation=""""get"""",service=""""kubernetes"""",type=""""persistentvolumes""""}",0.0
"etcd_request_duration_seconds_bucket{endpoint=""""https"""",instance=""""192.168.122.216:6443"""",job=""""apiserver"""",le=""""2"""",namespace=""""default"""",operation=""""listWithCount"""",service=""""kubernetes"""",type=""""/registry/metallb.io/communities/""""}",0.0
"etcd_request_duration_seconds_bucket{endpoint=""""https"""",instance=""""192.168.122.216:6443"""",job=""""apiserver"""",le=""""2"""",namespace=""""default"""",operation=""""list"""",service=""""kubernetes"""",type=""""ipreservations.crd.projectcalico.org""""}",0.0
"etcd_request_duration_seconds_bucket{endpoint=""""https"""",instance=""""192.168.122.216:6443"""",job=""""apiserver"""",le=""""2"""",namespace=""""default"""",operation=""""get"""",service=""""kubernetes"""",type=""""persistentvolumes""""}",0.0
"apiserver_admission_step_admission_duration_seconds_summary{endpoint=""""https"""",instance=""""192.168.122.216:6443"""",job=""""apiserver"""",namespace=""""default"""",operation=""""DELETE"""",quantile=""""0.99"""",rejected=""""false"""",service=""""kubernetes"""",type=""""validate""""}",0.0
"etcd_request_duration_seconds_bucket{endpoint=""""https"""",instance=""""192.168.122.216:6443"""",job=""""apiserver"""",le=""""15"""",namespace=""""default"""",operation=""""listWithCount"""",service=""""kubernetes"""",type=""""/registry/metallb.io/communities/""""}",0.0
read,0.0
execve,0.0
chdir,0.0
accept,0.0
unlink,0.0
connect,0.0
close,0.0
write,0.0
"etcd_request_duration_seconds_bucket{endpoint=""""https"""",instance=""""192.168.122.216:6443"""",job=""""apiserver"""",le=""""8"""",namespace=""""default"""",operation=""""listWithCount"""",service=""""kubernetes"""",type=""""/registry/monitoring.coreos.com/thanosrulers/""""}",0.0
"etcd_request_duration_seconds_bucket{endpoint=""""https"""",instance=""""192.168.122.216:6443"""",job=""""apiserver"""",le=""""15"""",namespace=""""default"""",operation=""""listWithCount"""",service=""""kubernetes"""",type=""""/registry/validatingadmissionpolicies/""""}",0.0
"apiserver_admission_step_admission_duration_seconds_summary{endpoint=""""https"""",instance=""""192.168.122.216:6443"""",job=""""apiserver"""",namespace=""""default"""",operation=""""DELETE"""",quantile=""""0.5"""",rejected=""""false"""",service=""""kubernetes"""",type=""""validate""""}",0.0
"apiserver_request_sli_duration_seconds_sum{endpoint=""""https"""",instance=""""192.168.122.216:6443"""",job=""""apiserver"""",namespace=""""default"""",service=""""kubernetes"""",subresource=""""/healthz"""",verb=""""GET""""}",0.0
"process_virtual_memory_bytes{endpoint=""""http-metrics"""",instance=""""192.168.122.216:10259"""",job=""""kube-scheduler"""",namespace=""""kube-system"""",pod=""""kube-scheduler-k8s-master-1"""",service=""""kube-prometheus-stack-kube-scheduler""""}",0.0
"process_virtual_memory_bytes{container=""""node-exporter"""",endpoint=""""http-metrics"""",instance=""""192.168.122.233:9100"""",job=""""node-exporter"""",namespace=""""prom"""",pod=""""kube-prometheus-stack-prometheus-node-exporter-hbzvc"""",service=""""kube-prometheus-stack-prometheus-node-exporter""""}",0.0
"container_threads{endpoint=""""https-metrics"""",id=""""/kubepods.slice/kubepods-besteffort.slice/kubepods-besteffort-pod11278896_d075_4ca8_a85e_390fc2382959.slice"""",instance=""""192.168.122.216:10250"""",job=""""kubelet"""",metrics_path=""""/metrics/cadvisor"""",namespace=""""kube-system"""",node=""""k8s-master-1"""",pod=""""calico-kube-controllers-d4dc4cc65-xstsh"""",service=""""kube-prometheus-stack-kubelet""""}",0.0
"apiserver_flowcontrol_priority_level_request_utilization_sum{endpoint=""""https"""",instance=""""192.168.122.216:6443"""",job=""""apiserver"""",namespace=""""default"""",phase=""""waiting"""",priority_level=""""system"""",service=""""kubernetes""""}",0.0
"storage_operation_duration_seconds_bucket{endpoint=""""https-metrics"""",instance=""""192.168.122.228:10250"""",job=""""kubelet"""",le=""""120"""",metrics_path=""""/metrics"""",migrated=""""false"""",namespace=""""kube-system"""",node=""""k8s-worker-2"""",operation_name=""""volume_mount"""",service=""""kube-prometheus-stack-kubelet"""",status=""""success"""",volume_plugin=""""kubernetes.io/host-path""""}",0.0
"volume_operation_total_seconds_bucket{endpoint=""""https-metrics"""",instance=""""192.168.122.233:10250"""",job=""""kubelet"""",le=""""15"""",metrics_path=""""/metrics"""",namespace=""""kube-system"""",node=""""k8s-worker-1"""",operation_name=""""overall_volume_mount"""",plugin_name=""""kubernetes.io/configmap"""",service=""""kube-prometheus-stack-kubelet""""}",0.0
"volume_operation_total_seconds_bucket{endpoint=""""https-metrics"""",instance=""""192.168.122.228:10250"""",job=""""kubelet"""",le=""""0.1"""",metrics_path=""""/metrics"""",namespace=""""kube-system"""",node=""""k8s-worker-2"""",operation_name=""""overall_volume_mount"""",plugin_name=""""kubernetes.io/secret"""",service=""""kube-prometheus-stack-kubelet""""}",0.0
"apiserver_admission_controller_admission_duration_seconds_bucket{endpoint=""""https"""",instance=""""192.168.122.216:6443"""",job=""""apiserver"""",le=""""+Inf"""",name=""""LimitRanger"""",namespace=""""default"""",operation=""""CREATE"""",rejected=""""false"""",service=""""kubernetes"""",type=""""admit""""}",0.0
"prober_probe_duration_seconds_sum{container=""""kube-prometheus-stack"""",endpoint=""""https-metrics"""",instance=""""192.168.122.228:10250"""",job=""""kubelet"""",metrics_path=""""/metrics/probes"""",namespace=""""prom"""",node=""""k8s-worker-2"""",pod=""""kube-prometheus-stack-operator-6cddbbb7cf-wplkf"""",probe_type=""""Liveness"""",service=""""kube-prometheus-stack-kubelet""""}",0.0
"grpc_server_msg_received_total{endpoint=""""http-metrics"""",grpc_method=""""UserList"""",grpc_service=""""etcdserverpb.Auth"""",grpc_type=""""unary"""",instance=""""192.168.122.216:2381"""",job=""""kube-etcd"""",namespace=""""kube-system"""",pod=""""etcd-k8s-master-1"""",service=""""kube-prometheus-stack-kube-etcd""""}",0.0
"grpc_server_msg_received_total{endpoint=""""http-metrics"""",grpc_method=""""UserGet"""",grpc_service=""""etcdserverpb.Auth"""",grpc_type=""""unary"""",instance=""""192.168.122.216:2381"""",job=""""kube-etcd"""",namespace=""""kube-system"""",pod=""""etcd-k8s-master-1"""",service=""""kube-prometheus-stack-kube-etcd""""}",0.0
"kubeproxy_sync_proxy_rules_service_changes_total{endpoint=""""http-metrics"""",instance=""""192.168.122.233:10249"""",job=""""kube-proxy"""",namespace=""""kube-system"""",pod=""""kube-proxy-x752x"""",service=""""kube-prometheus-stack-kube-proxy""""}",0.0
"kubelet_active_pods{endpoint=""""https-metrics"""",instance=""""192.168.122.233:10250"""",job=""""kubelet"""",metrics_path=""""/metrics"""",namespace=""""kube-system"""",node=""""k8s-worker-1"""",service=""""kube-prometheus-stack-kubelet""""}",0.0
"kubelet_pod_start_duration_seconds_bucket{endpoint=""""https-metrics"""",instance=""""192.168.122.228:10250"""",job=""""kubelet"""",le=""""600"""",metrics_path=""""/metrics"""",namespace=""""kube-system"""",node=""""k8s-worker-2"""",service=""""kube-prometheus-stack-kubelet""""}",0.0
"prober_probe_duration_seconds_sum{container=""""speaker"""",endpoint=""""https-metrics"""",instance=""""192.168.122.228:10250"""",job=""""kubelet"""",metrics_path=""""/metrics/probes"""",namespace=""""metallb-system"""",node=""""k8s-worker-2"""",pod=""""speaker-d454z"""",probe_type=""""Readiness"""",service=""""kube-prometheus-stack-kubelet""""}",0.0
"prober_probe_duration_seconds_sum{container=""""node-exporter"""",endpoint=""""https-metrics"""",instance=""""192.168.122.233:10250"""",job=""""kubelet"""",metrics_path=""""/metrics/probes"""",namespace=""""prom"""",node=""""k8s-worker-1"""",pod=""""kube-prometheus-stack-prometheus-node-exporter-hbzvc"""",probe_type=""""Readiness"""",service=""""kube-prometheus-stack-kubelet""""}",0.0
"prober_probe_duration_seconds_sum{container=""""node-exporter"""",endpoint=""""https-metrics"""",instance=""""192.168.122.228:10250"""",job=""""kubelet"""",metrics_path=""""/metrics/probes"""",namespace=""""prom"""",node=""""k8s-worker-2"""",pod=""""kube-prometheus-stack-prometheus-node-exporter-dp6w9"""",probe_type=""""Readiness"""",service=""""kube-prometheus-stack-kubelet""""}",0.0
"prober_probe_duration_seconds_sum{container=""""node-exporter"""",endpoint=""""https-metrics"""",instance=""""192.168.122.216:10250"""",job=""""kubelet"""",metrics_path=""""/metrics/probes"""",namespace=""""prom"""",node=""""k8s-master-1"""",pod=""""kube-prometheus-stack-prometheus-node-exporter-qnv44"""",probe_type=""""Liveness"""",service=""""kube-prometheus-stack-kubelet""""}",0.0
"prober_probe_duration_seconds_sum{container=""""kube-prometheus-stack"""",endpoint=""""https-metrics"""",instance=""""192.168.122.228:10250"""",job=""""kubelet"""",metrics_path=""""/metrics/probes"""",namespace=""""prom"""",node=""""k8s-worker-2"""",pod=""""kube-prometheus-stack-operator-6cddbbb7cf-wplkf"""",probe_type=""""Readiness"""",service=""""kube-prometheus-stack-kubelet""""}",0.0
"grpc_server_msg_received_total{endpoint=""""http-metrics"""",grpc_method=""""Watch"""",grpc_service=""""etcdserverpb.Watch"""",grpc_type=""""bidi_stream"""",instance=""""192.168.122.216:2381"""",job=""""kube-etcd"""",namespace=""""kube-system"""",pod=""""etcd-k8s-master-1"""",service=""""kube-prometheus-stack-kube-etcd""""}",0.0
"node_network_carrier_up_changes_total{container=""""node-exporter"""",device=""""lo"""",endpoint=""""http-metrics"""",instance=""""192.168.122.233:9100"""",job=""""node-exporter"""",namespace=""""prom"""",pod=""""kube-prometheus-stack-prometheus-node-exporter-hbzvc"""",service=""""kube-prometheus-stack-prometheus-node-exporter""""}",0.0
"node_network_carrier_up_changes_total{container=""""node-exporter"""",device=""""lo"""",endpoint=""""http-metrics"""",instance=""""192.168.122.216:9100"""",job=""""node-exporter"""",namespace=""""prom"""",pod=""""kube-prometheus-stack-prometheus-node-exporter-qnv44"""",service=""""kube-prometheus-stack-prometheus-node-exporter""""}",0.0
"node_network_carrier_up_changes_total{container=""""node-exporter"""",device=""""cali9f390a4dce6"""",endpoint=""""http-metrics"""",instance=""""192.168.122.216:9100"""",job=""""node-exporter"""",namespace=""""prom"""",pod=""""kube-prometheus-stack-prometheus-node-exporter-qnv44"""",service=""""kube-prometheus-stack-prometheus-node-exporter""""}",0.0
"node_network_carrier_up_changes_total{container=""""node-exporter"""",device=""""cali83cb5bd6876"""",endpoint=""""http-metrics"""",instance=""""192.168.122.233:9100"""",job=""""node-exporter"""",namespace=""""prom"""",pod=""""kube-prometheus-stack-prometheus-node-exporter-hbzvc"""",service=""""kube-prometheus-stack-prometheus-node-exporter""""}",0.0
"node_network_iface_link_mode{container=""""node-exporter"""",device=""""lo"""",endpoint=""""http-metrics"""",instance=""""192.168.122.233:9100"""",job=""""node-exporter"""",namespace=""""prom"""",pod=""""kube-prometheus-stack-prometheus-node-exporter-hbzvc"""",service=""""kube-prometheus-stack-prometheus-node-exporter""""}",0.0
"node_network_iface_link_mode{container=""""node-exporter"""",device=""""enp1s0"""",endpoint=""""http-metrics"""",instance=""""192.168.122.233:9100"""",job=""""node-exporter"""",namespace=""""prom"""",pod=""""kube-prometheus-stack-prometheus-node-exporter-hbzvc"""",service=""""kube-prometheus-stack-prometheus-node-exporter""""}",0.0
"node_scrape_collector_duration_seconds{collector=""""xfs"""",container=""""node-exporter"""",endpoint=""""http-metrics"""",instance=""""192.168.122.233:9100"""",job=""""node-exporter"""",namespace=""""prom"""",pod=""""kube-prometheus-stack-prometheus-node-exporter-hbzvc"""",service=""""kube-prometheus-stack-prometheus-node-exporter""""}",0.0
"node_scrape_collector_duration_seconds{collector=""""xfs"""",container=""""node-exporter"""",endpoint=""""http-metrics"""",instance=""""192.168.122.216:9100"""",job=""""node-exporter"""",namespace=""""prom"""",pod=""""kube-prometheus-stack-prometheus-node-exporter-qnv44"""",service=""""kube-prometheus-stack-prometheus-node-exporter""""}",0.0
